login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
aalmiray,aalmiray/fx2048,2018-12-06T18:03:34Z,0,0,Java,True,True,gpl-3.0
aalmiray,aalmiray/gctoolkit,2021-09-02T11:45:53Z,0,0,Java,True,True,mit
aalmiray,aalmiray/gitlab4j-api,2020-12-03T15:27:29Z,1,1,,True,True,mit
aalmiray,aalmiray/gmn-cli,2021-10-18T18:28:42Z,0,0,,True,True,
aalmiray,aalmiray/gofish-bot,2021-12-24T15:18:11Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/google-materialdesignicons,2014-10-23T06:56:37Z,2,2,Groovy,True,True,
aalmiray,aalmiray/GPars,2023-04-17T14:17:47Z,0,0,,True,True,other
aalmiray,aalmiray/gplayground,2020-10-14T17:07:04Z,0,0,Groovy,True,True,apache-2.0
aalmiray,aalmiray/Gr3,2012-03-13T19:45:40Z,1,1,Groovy,True,True,
aalmiray,aalmiray/gr8conf,2012-05-25T21:54:22Z,2,2,Groovy,True,False,
aalmiray,aalmiray/GR8ConfUS2014,2014-07-30T22:20:16Z,0,0,JavaScript,True,True,
aalmiray,aalmiray/graal,2023-04-15T18:58:42Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/gradle-bintray-plugin,2014-08-12T13:39:13Z,0,0,Groovy,True,True,apache-2.0
aalmiray,aalmiray/gradle-groovy-spock-error,2014-07-08T21:06:09Z,0,0,Groovy,True,True,
aalmiray,aalmiray/gradle-in-maven,2019-07-01T09:32:32Z,8,8,Java,True,True,
aalmiray,aalmiray/gradle-javadoc-bug,2018-01-16T12:34:43Z,1,1,Java,True,True,
aalmiray,aalmiray/gradle-modules-plugin,2019-02-12T16:02:27Z,0,0,Java,True,True,mit
aalmiray,aalmiray/gradle-plugins,2014-03-01T21:16:58Z,8,8,HTML,True,False,
aalmiray,aalmiray/gradle-tests,2017-02-08T12:09:22Z,0,0,,True,True,
aalmiray,aalmiray/gradle6-license-issue,2020-01-31T20:43:18Z,0,0,,True,True,
aalmiray,aalmiray/grails-jalarms,2011-01-15T19:51:41Z,2,2,Groovy,True,True,lgpl-2.1
aalmiray,aalmiray/griffon-console-plugin,2013-08-17T11:20:05Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/griffon-examples,2016-10-19T12:59:39Z,12,12,Java,True,True,
aalmiray,aalmiray/griffon-groovyfx-plugin,2012-01-12T16:27:32Z,1,1,Groovy,True,True,apache-2.0
aalmiray,aalmiray/griffon-in-depth,2017-06-27T10:46:29Z,0,0,,True,True,
aalmiray,aalmiray/griffon-javafx-archetype,2012-01-12T16:12:40Z,1,1,Groovy,True,True,apache-2.0
aalmiray,aalmiray/griffon-javafx-kotlin,2016-11-29T15:51:43Z,3,3,HTML,True,True,
aalmiray,aalmiray/griffon-javafx-plugin,2011-10-10T23:46:13Z,1,1,Groovy,True,True,apache-2.0
aalmiray,aalmiray/griffon-javafxports-sample,2015-08-07T08:26:51Z,1,1,HTML,True,True,
aalmiray,aalmiray/griffon-jython,2011-03-31T08:24:39Z,1,1,Groovy,True,True,apache-2.0
aalmiray,aalmiray/griffon-patterns,2015-12-14T23:18:15Z,2,2,Java,True,True,
aalmiray,aalmiray/griffon-rxjava-rest,2016-01-20T08:05:37Z,0,0,,True,True,
aalmiray,aalmiray/griffon-talk,2009-10-08T20:48:05Z,13,13,Groovy,True,True,
aalmiray,aalmiray/griffon-tasks-swing-plugin,2012-11-03T20:31:33Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/Griffon-Validation-Plugin,2012-04-09T10:07:32Z,1,1,Groovy,True,True,
aalmiray,aalmiray/griffon-visage-plugin,2012-11-05T12:57:13Z,0,0,Groovy,True,True,apache-2.0
aalmiray,aalmiray/griffon2,2013-11-02T13:29:45Z,8,8,Java,True,True,apache-2.0
aalmiray,aalmiray/griffoninaction,2011-05-09T09:32:50Z,49,49,Groovy,True,True,
aalmiray,aalmiray/griffon_javascript_applet_sample,2013-08-12T20:16:03Z,2,2,Groovy,True,True,
aalmiray,aalmiray/griffon_sample_apps,2009-12-11T23:07:19Z,39,39,Groovy,True,True,
aalmiray,aalmiray/groovy,2016-11-15T19:47:20Z,0,0,Java,True,False,apache-2.0
aalmiray,aalmiray/groovy-console-fx,2018-07-09T16:08:25Z,8,8,Groovy,True,True,
aalmiray,aalmiray/groovy-constraint-programming,2020-11-01T11:16:29Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/groovy-core,2013-10-06T18:26:53Z,0,0,Java,True,False,other
aalmiray,aalmiray/groovyfx,2011-12-10T17:29:06Z,1,1,Groovy,True,True,apache-2.0
aalmiray,aalmiray/grpc-java,2019-02-13T11:13:29Z,0,0,Java,True,False,apache-2.0
aalmiray,aalmiray/gvm-gui,2014-06-02T18:59:17Z,0,0,Groovy,True,True,
aalmiray,aalmiray/helidon,2020-07-20T17:02:09Z,1,1,,True,True,apache-2.0
aalmiray,aalmiray/helidon-demo,2021-06-08T18:34:47Z,0,0,Java,True,True,
aalmiray,aalmiray/hello-grpc,2018-06-25T23:31:25Z,3,3,Java,True,True,other
marcoroth,marcoroth/.github,2023-03-26T00:59:52Z,0,0,,True,True,
marcoroth,marcoroth/action-cable-redis-backport,2023-10-17T02:44:41Z,0,0,,True,True,mit
marcoroth,marcoroth/activemodel-associations,2023-03-18T23:53:15Z,0,0,,True,True,mit
marcoroth,marcoroth/alpine_reflex,2020-10-14T08:56:59Z,0,0,Ruby,True,True,
marcoroth,marcoroth/architecture-decision-record,2021-05-30T13:06:51Z,0,0,,True,True,
marcoroth,marcoroth/astexplorer,2024-05-20T07:18:10Z,0,0,,True,False,mit
marcoroth,marcoroth/async-websocket-with-inactive-tab,2022-12-30T02:19:58Z,1,1,HTML,True,True,
marcoroth,marcoroth/avo,2024-08-19T13:17:18Z,0,0,,True,False,other
marcoroth,marcoroth/awesome-ruby,2020-05-09T14:28:10Z,0,0,,True,True,
marcoroth,marcoroth/awesome-stimulusjs,2020-06-01T14:40:42Z,0,0,,True,False,cc0-1.0
marcoroth,marcoroth/beast_mode,2021-04-20T22:05:55Z,0,0,,True,True,
marcoroth,marcoroth/better-stimulus,2023-02-18T01:53:10Z,1,1,SCSS,True,True,mit
marcoroth,marcoroth/boxdrop,2020-05-13T23:32:51Z,80,80,Ruby,True,True,mit
marcoroth,marcoroth/bridgetown,2022-08-21T19:57:21Z,0,0,Ruby,True,False,mit
marcoroth,marcoroth/cable-streams,2022-04-10T14:16:22Z,26,26,TypeScript,True,True,mit
marcoroth,marcoroth/cable-streams-rails,2022-04-12T01:28:35Z,6,6,Ruby,True,True,mit
marcoroth,marcoroth/cable_ready,2020-10-28T11:27:29Z,2,2,Ruby,True,True,mit
marcoroth,marcoroth/cable_ready-dsl,2021-03-27T14:49:14Z,0,0,Ruby,False,False,mit
marcoroth,marcoroth/cable_ready.cr,2020-10-31T17:45:23Z,10,10,Crystal,True,True,mit
marcoroth,marcoroth/calcometer,2023-10-21T23:27:02Z,0,0,,True,True,cc0-1.0
marcoroth,marcoroth/catalog,2024-05-28T20:21:46Z,1,1,,True,False,mit
marcoroth,marcoroth/composite_primary_keys,2022-11-02T18:28:25Z,0,0,Ruby,True,True,
marcoroth,marcoroth/conventional_extensions-repro,2022-11-11T23:11:28Z,0,0,Ruby,True,True,
marcoroth,marcoroth/cubism,2021-10-14T08:13:45Z,0,0,,True,True,mit
marcoroth,marcoroth/current.js,2023-01-25T20:23:07Z,197,197,TypeScript,True,False,mit
marcoroth,marcoroth/dartsass-rails,2022-11-04T21:15:36Z,0,0,,True,True,other
marcoroth,marcoroth/dependabot-bump-together-action,2020-03-25T11:21:38Z,8,8,Ruby,True,True,mit
marcoroth,marcoroth/devise,2023-04-21T21:51:12Z,0,0,,True,True,mit
marcoroth,marcoroth/dhs,2021-04-03T21:48:16Z,0,0,,True,False,gpl-3.0
marcoroth,marcoroth/easy_enum,2019-05-02T00:04:26Z,13,13,Ruby,True,True,mit
marcoroth,marcoroth/explore,2021-04-09T22:37:18Z,0,0,,True,False,cc-by-4.0
marcoroth,marcoroth/fcl-dev-wallet,2022-03-16T17:39:39Z,0,0,,True,True,apache-2.0
marcoroth,marcoroth/fcl-js,2022-03-21T14:39:37Z,0,0,,True,False,apache-2.0
marcoroth,marcoroth/flow-cli,2022-03-15T14:46:14Z,0,0,,True,False,apache-2.0
marcoroth,marcoroth/flowspace-bakery,2021-09-11T00:17:05Z,0,0,,True,True,
marcoroth,marcoroth/formulus,2022-02-22T20:56:49Z,88,88,TypeScript,True,True,mit
marcoroth,marcoroth/futurism,2020-07-25T21:22:31Z,0,0,Ruby,True,True,mit
marcoroth,marcoroth/gem.sh,2023-07-31T01:12:18Z,109,109,Ruby,True,False,mit
marcoroth,marcoroth/gems,2023-08-05T13:43:45Z,1,1,,True,False,mit
marcoroth,marcoroth/GildedRose-Refactoring-Kata,2024-10-21T14:48:05Z,0,0,,True,True,mit
marcoroth,marcoroth/goblin_grinder,2022-11-03T19:13:49Z,0,0,,True,True,gpl-3.0
marcoroth,marcoroth/granite,2021-10-05T18:05:53Z,0,0,,True,True,mit
marcoroth,marcoroth/grip,2020-10-29T20:30:43Z,0,0,,True,True,mit
marcoroth,marcoroth/guides,2023-03-26T21:08:59Z,0,0,,True,False,other
marcoroth,marcoroth/heroku-buildpack-crystal,2021-03-03T16:49:43Z,0,0,,True,True,mit
marcoroth,marcoroth/heroku-buildpack-tex,2021-07-26T13:27:52Z,0,0,Shell,True,False,mit
marcoroth,marcoroth/holidays,2023-03-14T13:48:31Z,1,1,,True,False,other
marcoroth,marcoroth/hot-glue,2023-11-04T00:30:21Z,0,0,,True,True,other
marcoroth,marcoroth/hotwire.io,2022-09-27T12:36:26Z,126,126,HTML,False,True,mit
marcoroth,marcoroth/hslu-simple-mep-results,2021-07-01T09:50:42Z,0,0,,True,False,mit
marcoroth,marcoroth/html_press,2024-02-06T02:03:52Z,0,0,HTML,True,True,mit
marcoroth,marcoroth/hue,2018-10-13T22:30:53Z,0,0,Ruby,True,False,mit
marcoroth,marcoroth/i18n-beginning_of_week,2022-01-21T13:30:05Z,0,0,Ruby,True,True,mit
marcoroth,marcoroth/ideas,2021-06-19T21:25:06Z,1,1,Ruby,True,True,
marcoroth,marcoroth/intern,2021-05-15T23:50:53Z,0,0,,True,True,other
marcoroth,marcoroth/invisible_ink,2023-03-21T00:45:09Z,0,0,,True,False,mit
marcoroth,marcoroth/kbar,2021-10-22T14:51:12Z,0,0,,True,True,mit
marcoroth,marcoroth/kredis,2022-03-08T07:51:58Z,0,0,,True,False,mit
marcoroth,marcoroth/language-server-protocol,2024-07-21T17:38:13Z,0,0,,True,True,cc-by-4.0
marcoroth,marcoroth/lhc,2021-04-06T14:22:25Z,0,0,,True,True,gpl-3.0
marcoroth,marcoroth/lifeform,2022-09-30T22:23:09Z,0,0,Ruby,True,True,mit
marcoroth,marcoroth/linguist,2020-11-05T15:58:52Z,0,0,,True,False,mit
marcoroth,marcoroth/litejob,2023-08-25T12:37:52Z,0,0,,True,True,mit
marcoroth,marcoroth/litestack,2023-08-12T22:21:35Z,1,1,Ruby,True,True,mit
marcoroth,marcoroth/local-time,2022-09-30T03:36:47Z,12,12,TypeScript,True,True,other
marcoroth,marcoroth/lrug.org,2024-09-06T18:06:43Z,0,0,,True,True,other
marcoroth,marcoroth/main.avodemo.com,2023-12-12T22:24:44Z,0,0,,True,True,
marcoroth,marcoroth/marcoroth,2024-10-22T03:45:02Z,0,0,,True,True,
marcoroth,marcoroth/MGMT,2022-08-08T03:35:05Z,0,0,,True,True,
marcoroth,marcoroth/minitest-spec-rails,2023-07-17T23:02:48Z,1,1,,True,True,mit
marcoroth,marcoroth/mirrOS_ipcam,2017-09-13T18:00:59Z,0,0,PHP,True,True,
marcoroth,marcoroth/mirrOS_netatmo,2016-10-20T01:29:27Z,0,0,JavaScript,True,True,
marcoroth,marcoroth/mirrOS_sbb,2016-11-04T23:27:50Z,0,0,PHP,True,True,
marcoroth,marcoroth/mirrOS_spotify,2017-08-08T09:31:20Z,2,2,PHP,True,True,
marcoroth,marcoroth/mirrOS_tanken,2016-11-04T23:26:29Z,0,0,PHP,True,True,
marcoroth,marcoroth/mirrOS_tanken_at,2017-12-28T19:29:17Z,0,0,PHP,True,True,
marcoroth,marcoroth/mirrOS_todoist,2017-05-21T22:31:14Z,1,1,PHP,True,True,
marcoroth,marcoroth/mirrOS_twitch,2017-05-25T19:26:11Z,0,0,PHP,True,True,
marcoroth,marcoroth/mirrOS_worldcup18,2018-06-16T15:11:17Z,0,0,JavaScript,True,True,
marcoroth,marcoroth/mirrOS_wunderlist,2016-11-04T23:24:42Z,0,0,PHP,True,True,
marcoroth,marcoroth/morphlite,2024-02-23T21:19:01Z,0,0,,True,True,mit
marcoroth,marcoroth/mrujs,2021-07-17T13:28:33Z,0,0,,True,True,mit
marcoroth,marcoroth/netatmo-ruby,2019-05-02T01:10:20Z,8,8,Ruby,True,True,mit
marcoroth,marcoroth/newbooksdb,2022-08-15T16:47:40Z,0,0,Ruby,True,True,gpl-3.0
marcoroth,marcoroth/noticed,2020-10-27T14:32:37Z,0,0,Ruby,True,True,mit
marcoroth,marcoroth/NotRecording,2019-05-18T17:48:57Z,0,0,Logos,True,True,
marcoroth,marcoroth/nuage-macos,2023-07-19T22:36:04Z,1,1,,True,True,mit
marcoroth,marcoroth/nvim-lspconfig,2023-09-12T19:20:41Z,0,0,,True,True,apache-2.0
marcoroth,marcoroth/openmensa-parsers,2017-10-24T11:44:44Z,1,1,Ruby,False,True,
marcoroth,marcoroth/optimism-demo,2020-10-30T01:20:09Z,0,0,,True,True,
marcoroth,marcoroth/pg_party,2024-08-10T10:34:11Z,0,0,,True,True,mit
marcoroth,marcoroth/phlex,2022-09-17T23:50:11Z,1,1,Ruby,True,True,mit
marcoroth,marcoroth/phlex-compiler,2022-11-18T22:51:08Z,0,0,Ruby,True,True,mit
marcoroth,marcoroth/phlex-rails,2023-03-01T12:13:41Z,1,1,,True,False,mit
marcoroth,marcoroth/phlex.fun,2023-02-01T13:13:16Z,1,1,,True,False,mit
marcoroth,marcoroth/phlexing,2022-09-20T12:49:52Z,83,83,Ruby,False,False,
marcoroth,marcoroth/planetruby-gems,2020-12-19T18:29:22Z,0,0,,True,False,cc0-1.0
marcoroth,marcoroth/rails,2022-09-02T15:20:07Z,0,0,,True,False,mit
marcoroth,marcoroth/rails-website,2024-08-10T09:08:03Z,0,0,,True,False,
marcoroth,marcoroth/rails-whatsapp-ror7,2022-02-17T08:15:04Z,0,0,Ruby,True,True,
klmr,klmr/.files,2013-11-22T22:59:05Z,2,2,Shell,True,True,apache-2.0
klmr,klmr/.tmux,2014-03-22T00:55:48Z,1,1,,True,True,mit
klmr,klmr/.vim,2019-05-28T13:28:16Z,0,0,Vim script,True,False,mit
klmr,klmr/aka,2024-07-21T09:24:08Z,6,6,R,True,True,mit
klmr,klmr/altrepisode,2018-09-19T10:04:31Z,0,0,C++,True,True,other
klmr,klmr/amplimap,2019-04-08T15:16:03Z,0,0,Jupyter Notebook,True,True,apache-2.0
klmr,klmr/argx,2013-02-06T13:53:01Z,0,0,Python,True,True,
klmr,klmr/arvados,2023-03-30T16:35:05Z,0,0,,True,False,other
klmr,klmr/awesome-R,2024-02-08T11:20:34Z,0,0,,True,True,
klmr,klmr/bedtools2,2014-08-11T09:28:56Z,1,1,,True,True,gpl-2.0
klmr,klmr/biobambam2,2019-12-10T15:10:22Z,0,0,,True,True,other
klmr,klmr/BiocWorkflow2016,2016-08-26T14:48:39Z,0,0,TeX,True,True,
klmr,klmr/bog-2015-poster,2015-04-30T15:13:25Z,1,1,PostScript,True,True,
klmr,klmr/box,2013-05-22T16:03:42Z,867,867,R,True,False,mit
klmr,klmr/brew,2014-10-13T14:58:32Z,0,0,,True,True,
klmr,klmr/callr,2021-05-16T21:21:43Z,0,0,R,True,True,other
klmr,klmr/Catch,2012-05-23T10:17:33Z,0,0,C++,True,True,bsl-1.0
klmr,klmr/Code-used-on-Daniel-Lemire-s-blog,2012-06-20T20:20:53Z,0,0,C++,True,True,
klmr,klmr/codons,2014-12-04T14:30:55Z,1,1,R,True,True,apache-2.0
klmr,klmr/colorout,2020-04-15T21:18:17Z,0,0,,True,True,
klmr,klmr/common,2023-10-25T14:57:10Z,0,0,,True,True,cc0-1.0
klmr,klmr/conflicted,2024-02-21T17:53:23Z,0,0,,True,True,other
klmr,klmr/cpp11,2021-03-30T10:07:22Z,0,0,,True,False,other
klmr,klmr/cpp11-range,2012-09-02T21:17:24Z,306,306,C++,True,True,other
klmr,klmr/cpp11-raw-ptr,2012-05-01T23:08:26Z,2,2,C++,True,True,
klmr,klmr/cv,2015-05-28T21:38:16Z,6,6,TeX,True,True,
klmr,klmr/decorator,2015-09-04T17:07:30Z,35,35,R,True,True,apache-2.0
klmr,klmr/devtools,2021-02-09T00:23:34Z,0,0,,True,True,
klmr,klmr/efficientR,2016-05-09T22:53:59Z,2,2,R,True,True,
klmr,klmr/example-r-analysis,2016-09-09T16:29:59Z,12,12,R,True,True,other
klmr,klmr/ezknitr,2016-06-10T14:28:19Z,1,1,R,True,True,other
klmr,klmr/fast_io,2020-05-25T13:03:19Z,1,1,,True,True,other
klmr,klmr/fun,2016-06-07T18:56:34Z,17,17,R,True,True,
klmr,klmr/ggplot2,2020-12-17T09:23:23Z,0,0,,True,True,gpl-2.0
klmr,klmr/ggplots,2017-04-07T13:34:32Z,1,1,R,True,True,apache-2.0
klmr,klmr/ggraph,2017-07-13T10:20:24Z,1,1,R,True,True,other
klmr,klmr/gitlabr,2023-06-12T11:21:34Z,0,0,,True,True,gpl-3.0
klmr,klmr/guesstimate,2011-01-23T14:16:47Z,0,0,C++,True,True,other
klmr,klmr/gzip-huffman-tree,2018-10-12T17:11:48Z,0,0,Python,True,True,
klmr,klmr/highlight.js,2020-09-10T07:42:09Z,0,0,,True,True,bsd-3-clause
klmr,klmr/homebrew-dupes,2012-03-29T10:13:01Z,0,0,Ruby,True,False,
klmr,klmr/hts-specs,2018-04-24T13:03:14Z,0,0,TeX,True,True,
klmr,klmr/hyperlight,2015-05-25T19:44:21Z,16,16,PHP,True,False,
klmr,klmr/igv,2020-07-03T12:16:11Z,0,0,,True,True,mit
klmr,klmr/igv.js-jupyter,2018-05-11T08:23:25Z,0,0,CSS,True,True,mit
klmr,klmr/invoke,2020-08-03T10:53:16Z,0,0,,True,False,bsd-2-clause
klmr,klmr/klmr.github.io,2013-02-09T21:39:02Z,1,1,JavaScript,True,True,
klmr,klmr/klmr.r-universe.dev,2021-09-13T10:37:14Z,0,0,,True,True,
klmr,klmr/knitr,2016-06-09T17:05:40Z,0,0,R,True,True,
klmr,klmr/knitr-example,2014-11-27T00:32:17Z,4,4,,True,True,
klmr,klmr/lintr,2020-02-20T11:06:28Z,0,0,,True,True,other
klmr,klmr/lisp.cpp,2014-02-02T20:16:08Z,37,37,C++,True,True,cc0-1.0
klmr,klmr/listening-test,2015-06-25T09:13:50Z,0,0,C++,True,True,cc0-1.0
klmr,klmr/lme4,2024-10-15T21:17:49Z,1,1,,True,True,other
klmr,klmr/maketools,2016-11-03T15:42:50Z,0,0,Shell,True,True,
klmr,klmr/math-art,2020-04-18T23:29:41Z,3,3,R,True,True,
klmr,klmr/mcm5s2U,2016-06-01T17:47:20Z,0,0,R,True,True,
klmr,klmr/minimappr,2021-02-22T19:41:57Z,20,20,R,True,True,mit
klmr,klmr/minted,2013-04-08T21:30:21Z,0,0,TeX,True,True,
klmr,klmr/ML2048,2014-03-24T14:52:06Z,0,0,C++,True,True,apache-2.0
klmr,klmr/modeest,2017-03-09T16:14:45Z,0,0,R,True,True,gpl-3.0
klmr,klmr/modules,2021-01-24T00:29:05Z,3,3,R,True,True,apache-2.0
klmr,klmr/MRF_Platynereis_2014,2014-03-24T10:15:46Z,1,1,C,True,True,afl-3.0
klmr,klmr/multifunction,2012-05-15T17:00:57Z,27,27,C++,True,True,apache-2.0
klmr,klmr/named-operator,2013-02-26T16:24:55Z,495,495,C++,True,True,other
klmr,klmr/nextflow-vim,2019-06-05T13:41:56Z,0,0,Vim script,True,True,
klmr,klmr/nf-test,2021-03-26T16:34:43Z,0,0,,True,False,
klmr,klmr/Nvim-R,2017-01-12T14:11:31Z,0,0,Vim script,True,True,gpl-2.0
klmr,klmr/parsecsv,2013-02-06T14:00:38Z,0,0,Python,True,True,
klmr,klmr/parser-combinators,2016-03-20T16:01:26Z,2,2,R,True,True,
klmr,klmr/pichip,2016-11-28T11:57:59Z,1,1,Makefile,True,True,
klmr,klmr/pkgdown,2020-04-22T23:23:33Z,0,0,R,True,False,other
klmr,klmr/pkgload,2019-04-03T09:05:14Z,0,0,R,True,False,
klmr,klmr/pol3-seq,2014-08-10T12:32:16Z,0,0,R,True,True,
klmr,klmr/poly-u,2016-07-16T12:35:21Z,1,1,R,True,True,
klmr,klmr/poster_template,2015-04-30T13:45:11Z,0,0,PostScript,True,False,
klmr,klmr/py-test-app,2023-12-05T11:54:23Z,0,0,Python,True,True,
klmr,klmr/py-test-lib,2023-12-05T11:52:41Z,0,0,Python,True,True,
klmr,klmr/pylox,2022-03-16T19:21:07Z,1,1,Python,True,True,
klmr,klmr/queuosine,2016-06-27T17:46:37Z,0,0,R,True,True,
klmr,klmr/r-dict,2021-01-27T14:27:22Z,1,1,R,True,True,
klmr,klmr/r-pkg,2023-03-04T17:34:08Z,0,0,C,True,True,mit
klmr,klmr/R-Vim-runtime,2017-01-11T14:43:17Z,0,0,VimL,True,True,gpl-2.0
klmr,klmr/radian,2020-06-24T10:56:50Z,0,0,,True,True,other
klmr,klmr/rcane,2013-07-29T20:59:45Z,4,4,R,True,False,apache-2.0
klmr,klmr/Rcpp,2015-10-30T18:13:25Z,0,0,C++,True,True,
klmr,klmr/Rcpp11,2014-06-24T11:48:15Z,0,0,C++,True,True,other
klmr,klmr/rdep1,2023-07-24T09:11:08Z,0,0,R,True,True,
klmr,klmr/rdep2,2023-07-24T09:11:22Z,0,0,R,True,True,
klmr,klmr/renv,2021-05-04T10:30:23Z,0,0,,True,True,mit
klmr,klmr/rnaseq-nf,2021-03-26T16:35:26Z,0,0,,True,True,mpl-2.0
klmr,klmr/rnaseq-norm,2016-11-28T17:23:32Z,1,1,Makefile,True,True,mit
klmr,klmr/roxydoxy,2017-05-16T10:53:27Z,1,1,R,True,True,
klmr,klmr/roxygen,2017-05-16T10:56:19Z,0,0,R,True,True,
klmr,klmr/royal-jelly,2016-07-07T16:53:53Z,1,1,R,True,True,
klmr,klmr/rpkg,2023-07-24T09:13:14Z,0,0,R,True,True,
klmr,klmr/rprofile,2023-10-21T11:17:57Z,4,4,R,True,False,mit
klmr,klmr/sciencefair,2017-06-28T17:22:56Z,1,1,JavaScript,True,True,mit
klmr,klmr/shiny,2017-07-07T16:50:57Z,1,1,R,True,True,other
klmr,klmr/shiny-box-autoreload,2024-01-09T17:29:31Z,0,0,,True,False,
MrNeRF,MrNeRF/3d-game-shaders-for-beginners,2021-04-25T19:44:44Z,1,1,,True,False,bsd-3-clause
MrNeRF,MrNeRF/ACMMP,2024-01-07T13:12:51Z,3,3,C++,True,True,mit
MrNeRF,MrNeRF/Algos,2019-09-06T20:42:24Z,0,0,Python,True,True,
MrNeRF,MrNeRF/asciiinvaders,2018-07-03T10:39:43Z,0,0,C,True,True,
MrNeRF,MrNeRF/AutonomousCar,2018-06-09T13:22:54Z,0,0,C++,True,True,
MrNeRF,MrNeRF/awesome-3D-gaussian-splatting,2023-10-15T12:08:17Z,6030,6030,,True,True,mit
MrNeRF,MrNeRF/colmap-parameters,2024-02-23T12:21:49Z,0,0,,True,True,
MrNeRF,MrNeRF/computervision-,2019-05-11T12:25:19Z,0,0,C,True,True,
MrNeRF,MrNeRF/CppCoreGuidelines,2019-10-09T08:38:19Z,0,0,,True,True,other
MrNeRF,MrNeRF/cppcoro,2022-09-12T19:28:49Z,0,0,,True,False,mit
MrNeRF,MrNeRF/cuda_libtorch_googletest_template,2023-07-21T20:41:15Z,5,5,Cuda,True,True,mit
MrNeRF,MrNeRF/cv,2022-06-21T19:46:35Z,0,0,C,True,True,
MrNeRF,MrNeRF/dotfiles,2019-09-01T15:15:01Z,0,0,Shell,True,True,
MrNeRF,MrNeRF/dreamgaussian,2023-09-28T17:21:26Z,0,0,,True,False,mit
MrNeRF,MrNeRF/GAGAvatar,2024-10-13T11:39:52Z,0,0,,True,True,mit
MrNeRF,MrNeRF/GAGAvatar_track,2024-10-13T11:40:16Z,0,0,,True,True,other
MrNeRF,MrNeRF/gaussian-splatting-cuda,2023-07-30T19:55:48Z,907,907,C,True,True,other
MrNeRF,MrNeRF/gaussian_splatting_unofficial,2024-10-13T15:29:21Z,0,0,,True,False,mit
MrNeRF,MrNeRF/go-lox,2022-05-25T18:19:06Z,0,0,Go,True,True,
MrNeRF,MrNeRF/gs-on-the-move,2024-04-22T18:48:10Z,3,3,Python,True,False,other
MrNeRF,MrNeRF/gsplat,2024-09-02T10:44:08Z,4,4,Cuda,True,False,apache-2.0
MrNeRF,MrNeRF/imageprocessing,2019-08-25T21:06:29Z,0,0,C,True,True,
MrNeRF,MrNeRF/MNIST_CUDA,2023-07-19T12:19:52Z,9,9,C,True,True,mit
MrNeRF,MrNeRF/modern-cpp-features,2021-04-14T19:13:40Z,0,0,,True,True,mit
MrNeRF,MrNeRF/ModernCppTrees,2019-02-03T10:20:39Z,0,0,C++,True,True,
MrNeRF,MrNeRF/NeRFRenderCore,2023-01-24T19:33:08Z,3,3,C,True,True,other
MrNeRF,MrNeRF/owl,2023-10-31T07:59:05Z,1,1,,True,True,apache-2.0
MrNeRF,MrNeRF/penrose,2020-06-04T06:54:51Z,0,0,,True,True,mit
MrNeRF,MrNeRF/radare2,2017-11-21T18:21:37Z,0,0,C,True,False,lgpl-3.0
MrNeRF,MrNeRF/radare2-regressions,2017-12-07T09:47:36Z,0,0,Shell,True,False,gpl-3.0
MrNeRF,MrNeRF/raytracer,2019-06-09T19:41:17Z,0,0,C++,True,True,
MrNeRF,MrNeRF/SimLOD,2023-10-19T21:37:28Z,1,1,C++,True,False,mit
MrNeRF,MrNeRF/surface_splatting,2023-08-24T12:55:52Z,0,0,,True,True,gpl-3.0
MrNeRF,MrNeRF/taichi,2020-04-10T14:40:57Z,0,0,,True,False,mit
dpryan79,dpryan79/admin-requests,2023-06-26T07:32:59Z,0,0,,True,False,
dpryan79,dpryan79/Answers,2014-09-09T08:42:10Z,8,8,Python,True,True,
dpryan79,dpryan79/autowrap-feedstock,2019-12-06T09:16:55Z,0,0,,True,False,bsd-3-clause
dpryan79,dpryan79/BamHash,2015-03-06T10:02:43Z,0,0,C++,True,True,gpl-3.0
dpryan79,dpryan79/BBMeth,2014-08-25T13:55:05Z,3,3,R,True,True,gpl-2.0
dpryan79,dpryan79/bhsw_covid_incidence,2021-03-21T11:33:55Z,0,0,Python,True,True,other
dpryan79,dpryan79/bioawk,2017-06-12T18:04:09Z,1,1,C,True,True,
dpryan79,dpryan79/bioblend,2018-02-15T12:49:06Z,0,0,Python,True,False,
dpryan79,dpryan79/bioconda-recipes,2020-05-01T09:41:55Z,0,0,,True,True,
dpryan79,dpryan79/bioconda-utils,2018-09-25T18:22:42Z,0,0,Python,True,True,mit
dpryan79,dpryan79/bioconda_bioconductor_interface,2019-05-08T09:03:44Z,0,0,,True,True,
dpryan79,dpryan79/biostar-central,2014-08-27T13:13:43Z,0,0,Python,True,True,other
dpryan79,dpryan79/biostar-mod-templates,2018-04-12T13:28:43Z,0,0,,True,True,
dpryan79,dpryan79/bison,2014-02-18T13:43:35Z,9,9,C,True,True,other
