login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
tarsius,tarsius/.github,2019-12-05T17:14:31Z,1,1,Makefile,False,True,
tarsius,tarsius/backline,2018-10-30T15:25:07Z,29,29,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/bicycle,2017-08-06T11:23:07Z,59,59,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/dim-autoload,2013-09-19T18:30:49Z,5,5,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/elisp-maintainers,2017-09-21T19:28:28Z,177,177,,False,False,
tarsius,tarsius/emacs-ffi,2020-03-11T17:24:52Z,1,1,C,True,True,
tarsius,tarsius/emacs-modules-doc,2020-08-30T21:35:40Z,1,1,Ruby,False,False,apache-2.0
tarsius,tarsius/emacsair.me,2017-09-01T10:11:34Z,4,4,CSS,False,False,
tarsius,tarsius/frameshot,2018-02-26T13:51:35Z,43,43,Emacs Lisp,False,True,gpl-3.0
tarsius,tarsius/fwb-cmds,2008-11-30T01:10:33Z,8,8,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/gitstats,2022-03-06T21:40:39Z,1,1,Python,True,True,
tarsius,tarsius/hl-todo,2013-03-10T21:34:21Z,427,427,Emacs Lisp,False,True,gpl-3.0
tarsius,tarsius/imake,2017-10-06T11:56:19Z,7,7,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/imapfilter,2015-04-07T23:55:06Z,3,3,Emacs Lisp,False,False,
tarsius,tarsius/keycast,2016-12-17T01:16:56Z,312,312,Emacs Lisp,False,True,gpl-3.0
tarsius,tarsius/keychain-environment,2011-02-16T10:52:38Z,54,54,Emacs Lisp,False,False,
tarsius,tarsius/keymap-utils,2009-02-14T16:39:03Z,10,10,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/killer,2009-02-14T16:39:29Z,7,7,Emacs Lisp,False,False,
tarsius,tarsius/kludges,2016-12-17T01:15:29Z,1,1,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/llama,2024-08-10T21:22:27Z,2,2,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/map-progress,2010-07-14T19:45:17Z,4,4,Emacs Lisp,False,False,
tarsius,tarsius/map-regexp,2013-04-24T15:41:15Z,5,5,Emacs Lisp,False,False,
tarsius,tarsius/minions,2018-02-11T13:57:09Z,287,287,Emacs Lisp,False,True,gpl-3.0
tarsius,tarsius/mode-line-debug,2012-05-26T21:54:10Z,12,12,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/moody,2018-02-08T15:23:42Z,402,402,Emacs Lisp,False,True,gpl-3.0
tarsius,tarsius/morlock,2013-06-24T11:07:08Z,13,13,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/notmuch-addr,2024-08-05T16:07:30Z,5,5,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/notmuch-maildir,2024-08-05T16:07:12Z,2,2,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/notmuch-transient,2024-08-05T16:06:30Z,2,2,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/ol-notmuch,2024-08-05T16:07:55Z,5,5,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/org-elisp-help,2013-04-22T22:46:25Z,4,4,Emacs Lisp,False,False,
tarsius,tarsius/orglink,2013-05-01T00:04:59Z,55,55,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/outline-minor-faces,2018-10-30T15:24:44Z,27,27,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/paren-face,2013-12-04T17:51:58Z,164,164,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/planet.emacsen.org,2022-07-22T21:08:44Z,1,1,,True,True,
tarsius,tarsius/solarized-themes,2017-12-15T20:27:53Z,4,4,Emacs Lisp,False,False,
tarsius,tarsius/tarsius,2020-08-29T16:55:24Z,4,4,,False,False,
tarsius,tarsius/tray,2024-08-11T00:30:12Z,3,3,Emacs Lisp,False,False,gpl-3.0
tarsius,tarsius/vcomp,2008-12-12T01:49:40Z,6,6,Emacs Lisp,False,False,gpl-3.0
aalmiray,aalmiray/a,2023-08-29T17:36:23Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/aalmiray,2021-06-29T14:52:31Z,2,2,,True,True,
aalmiray,aalmiray/addressbook,2012-03-15T21:48:09Z,7,7,Groovy,True,True,
aalmiray,aalmiray/alf.io,2015-01-29T19:27:32Z,0,0,Java,True,True,gpl-3.0
aalmiray,aalmiray/app,2021-04-04T17:13:40Z,2,2,Java,True,True,apache-2.0
aalmiray,aalmiray/app-appimage,2022-08-12T11:14:52Z,0,0,Shell,True,True,apache-2.0
aalmiray,aalmiray/app-docker,2021-12-12T13:24:43Z,0,0,Dockerfile,True,True,apache-2.0
aalmiray,aalmiray/app-sd,2022-08-03T15:20:21Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/appassembler,2021-03-17T09:50:43Z,1,1,,True,True,mit
aalmiray,aalmiray/asciidoctor-piglatin-example,2014-08-20T11:38:29Z,0,0,Groovy,True,True,
aalmiray,aalmiray/asciidoctorj-tabbed-code-extension,2020-04-29T18:04:35Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/asdf-app,2022-07-26T19:24:36Z,0,0,Shell,True,True,apache-2.0
aalmiray,aalmiray/asdf-jreleaser,2021-04-10T17:05:02Z,0,0,,True,False,apache-2.0
aalmiray,aalmiray/asn-one,2023-02-20T15:55:38Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/awesome-gradle-plugins,2016-10-27T08:10:08Z,51,51,,True,True,
aalmiray,aalmiray/azure-gradle-plugins,2019-01-31T14:35:58Z,0,0,Java,True,True,mit
aalmiray,aalmiray/b,2023-08-29T17:37:40Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/bisq2,2021-07-19T13:18:56Z,1,1,Java,True,True,
aalmiray,aalmiray/caching-benchmarks,2017-08-25T19:32:17Z,0,0,,True,True,
aalmiray,aalmiray/CalendarFX,2021-11-07T15:03:30Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/capitalize-titles,2023-02-02T12:23:46Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/chocolatey-bucket,2021-04-09T22:00:36Z,0,0,PowerShell,True,True,
aalmiray,aalmiray/chocolatey-mcs,2022-10-16T18:23:54Z,0,0,PowerShell,True,True,mit
aalmiray,aalmiray/classifieds,2012-02-16T10:50:37Z,1,1,Groovy,True,True,
aalmiray,aalmiray/clirr-gradle-plugin,2014-11-22T21:21:13Z,11,11,Groovy,True,True,apache-2.0
aalmiray,aalmiray/cloudevents-sdk-java,2023-05-23T15:46:37Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/commons-jexl,2023-04-28T15:07:12Z,0,0,,True,False,apache-2.0
aalmiray,aalmiray/curso-java,2024-02-19T19:24:57Z,1,1,Java,True,True,
aalmiray,aalmiray/cyclonedx-cli,2022-11-25T10:22:01Z,3,3,C#,True,True,apache-2.0
aalmiray,aalmiray/dagger,2022-08-25T17:37:37Z,0,0,CUE,True,False,apache-2.0
aalmiray,aalmiray/dagger-test,2022-08-24T18:57:22Z,0,0,CUE,True,True,
aalmiray,aalmiray/dataviewer,2018-07-09T09:42:40Z,2,2,Java,True,True,apache-2.0
aalmiray,aalmiray/demos,2021-08-24T12:18:40Z,0,0,Java,True,True,
aalmiray,aalmiray/deptective,2021-02-10T22:55:09Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/discocli,2022-03-22T17:02:27Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/dlsc-maven-parent,2021-11-07T17:14:21Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/docs,2021-07-26T20:11:25Z,0,0,,True,True,
aalmiray,aalmiray/docToolchain,2021-10-22T14:28:16Z,0,0,,True,True,mit
aalmiray,aalmiray/dok-gis-schnittstellen,2021-12-14T19:54:08Z,0,0,,True,True,mit
aalmiray,aalmiray/dups,2023-08-07T00:25:19Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/extra-enforcer-rules,2020-10-06T13:23:30Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/failsafe,2023-03-01T09:27:49Z,0,0,,True,False,apache-2.0
aalmiray,aalmiray/feign,2023-02-04T10:47:34Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/fish-food,2021-11-15T17:52:49Z,0,0,Lua,True,True,apache-2.0
aalmiray,aalmiray/flathub,2021-12-18T12:20:33Z,0,0,,True,True,lgpl-2.1
aalmiray,aalmiray/foo,2022-01-02T17:50:20Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/foobar,2022-08-13T17:37:23Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/formsfx,2018-06-21T16:43:18Z,2,2,Java,True,True,
aalmiray,aalmiray/foundation,2023-10-24T13:23:15Z,0,0,TeX,True,False,mit
aalmiray,aalmiray/friends,2022-01-22T14:31:13Z,0,0,,True,True,apache-2.0
